Title,Name of author,Publisher,Genre,Rating,Rating count,Review count,Book cover,Release date,Num of pages,Edition language,Num of other editions,Reading age,Best sellers rank,Lexile measure,Num of awards,Series,There is a movie
Twenty Thousand Leagues Under the Sea,Jules Verne,Barnes & Noble,Classics,3.89,221342.0,7990.0,Hardcover,2002.0,394.0,English,1260.0,,,,0,0.0,1
Não Contes a Ninguém,Harlan Coben,Editorial Presença,Mystery,4.07,140915.0,6191.0,Paperback,2003.0,298.0,Portuguese,158.0,,,,6,0.0,1
Sturm der Schwerter,George R.R. Martin,Blanvalet,Fantasy,4.42,77867.0,2162.0,Paperback,2001.0,702.0,German,77.0,,,,0,0.0,1
The Razor's Edge,W. Somerset Maugham,Vintage International,Fiction,4.19,40008.0,3294.0,Paperback,2003.0,314.0,English,448.0,14 - 18,9371.0,,0,1.0,1
What's Eating Gilbert Grape,Peter Hedges,Simon Schuster,Fiction,4.1,15342.0,656.0,Paperback,1999.0,319.0,English,29.0,,93334.0,,0,0.0,1
The Adventures of the Great Mouse Detective (Classic Storybook),Walt Disney Company,Mouse Works,Childrens > Picture Books,3.9,123.0,7.0,Hardcover,1997.0,95.0,English,6.0,,,,0,0.0,1
The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,Bantam,Nonfiction,4.41,289036.0,11350.0,Paperback,1984.0,242.0,English,107.0,12 - 17,30366.0,900,0,0.0,1
The Little White Horse,Elizabeth Goudge,Lion Children's Bks,Fantasy,4.09,12257.0,1148.0,Paperback,2000.0,224.0,English,75.0,,,,1,0.0,1
Northern Lights,Nora Roberts,Jove,Romance,4.01,42472.0,1376.0,Mass Market Paperback,2005.0,637.0,English,83.0,18,100202.0,,0,0.0,1
Blind Faith,Joe McGinniss,Signet,Crime > True Crime,4.1,5918.0,151.0,Paperback,1989.0,464.0,English,15.0,,,,0,0.0,1
Millions,Frank Cottrell Boyce,HarperCollins Publishers,Fiction,3.66,3951.0,447.0,Hardcover,2004.0,247.0,English,49.0,,,,2,0.0,1
Skellig,David Almond,Laurel Leaf,Fantasy,3.81,24424.0,2676.0,Paperback,2001.0,208.0,English,94.0,8 - 12,1161409.0,490,5,1.0,1
Fluke,James Herbert,Pan Macmillan,Horror,3.87,5112.0,227.0,Paperback,1999.0,215.0,English,28.0,,,,0,0.0,1
Maurice,E.M. Forster,W. W. Norton Company,Classics,4.06,33552.0,2516.0,Paperback,2005.0,256.0,English,7.0,,16742.0,,0,0.0,1
Wild at Heart,Barry Gifford,Grove Press,Fiction,3.78,1277.0,111.0,Paperback,1996.0,160.0,English,22.0,,,,0,0.0,1
Lust for Life,Irving Stone,Arrow,Historical > Historical Fiction,4.17,26417.0,1472.0,Paperback,1990.0,431.0,English,157.0,,,,0,0.0,1
Robin Hood (Disney Classics Collection Storybook),Walt Disney Company,Mouse Works,Childrens,4.38,2079.0,31.0,Hardcover,1997.0,96.0,English,30.0,,,,0,0.0,1
La solitudine dei numeri primi,Paolo Giordano,Mondadori,Fiction,3.62,57266.0,4673.0,Hardcover,2008.0,304.0,Italian,140.0,,,,5,0.0,1
Zorba the Greek,Nikos Kazantzakis,Faber and Faber,Fiction,4.06,42699.0,4628.0,Paperback,2000.0,335.0,English,280.0,,,,1,0.0,1
The Little Vampire,Angela Sommer-Bodenburg,Rowohlt Taschenbuch Verla,Childrens,4.06,4810.0,248.0,Paperback,2004.0,168.0,English,88.0,,,,0,0.0,1
Mermaids,Patty Dann,St. Martin's Griffin,Fiction,3.7,757.0,98.0,Paperback,2004.0,192.0,English,17.0,,,,0,0.0,1
Cyrano de Bergerac,Edmond Rostand,Signet Classics,Classics,4.05,77685.0,2326.0,Paperback,2003.0,240.0,English,1126.0,,,,0,0.0,1
Desperation,Stephen King,Signet Book,Horror,3.84,127691.0,3056.0,Mass Market Paperback,1997.0,547.0,English,53.0,,28881.0,,1,0.0,1
Little Children,Tom Perrotta,St. Martin's Griffin,Fiction,3.63,30482.0,2357.0,Paperback,2005.0,355.0,English,49.0,,327594.0,,0,0.0,1
The Tin Drum,Günter Grass,Vintage,Fiction,3.95,41008.0,1927.0,Paperback,2005.0,580.0,English,269.0,,,,4,0.0,1
"Bianca come il latte, rossa come il sangue",Alessandro D'Avenia,Mondadori,Young Adult,3.51,14026.0,790.0,Hardcover,2010.0,254.0,Italian,47.0,,,,0,0.0,1
Daddy-Long-Legs,Jean Webster,Hodder & Stoughton,Classics,4.15,52711.0,6829.0,Hardcover,1912.0,249.0,English,1273.0,10 - 14,132131.0,920,0,1.0,1
Far From the Madding Crowd,Thomas Hardy,Penguin Books,Classics,3.94,139556.0,6734.0,Paperback,2003.0,433.0,English,2509.0,18,179246.0,,0,1.0,1
The Body,Robin Waterfield,Penguin Books,Horror,4.28,38321.0,1267.0,Paperback,1999.0,80.0,English,8.0,,,,0,0.0,1
The Exorcist: Out of the Shadows,Bob McCabe,Omnibus Press,Nonfiction,3.8,75.0,10.0,Paperback,2000.0,190.0,English,,,,,0,0.0,1
Zathura,Chris Van Allsburg,Clarion Books,Childrens > Picture Books,3.79,2719.0,526.0,Hardcover,2002.0,32.0,English,10.0,4 - 7,82292.0,540,0,1.0,1
The Prince & the Pauper (Children's Classic),Mark Twain,Gramercy,Classics,3.86,111319.0,2362.0,Hardcover,1994.0,294.0,English,3971.0,,,,0,0.0,1
O Crime do Padre Amaro,Eça de Queirós,Público,Classics,4.1,5277.0,291.0,Hardcover,2002.0,351.0,Portuguese,176.0,,700152.0,,0,0.0,1
Stuart Little,E.B. White,"Scholastic, Inc",Childrens,3.9,117535.0,3135.0,Paperback,1987.0,144.0,English,127.0,8 - 12,18785.0,920,1,1.0,1
Little Dorrit,Charles Dickens,Barnes Noble,Classics,3.99,45093.0,1799.0,Paperback,2009.0,880.0,English,1442.0,3 Months to 18,722673.0,,0,1.0,1
West Side Story,Irving Shulman,Pocket Books,Plays,4.14,18530.0,136.0,Paperback,1990.0,160.0,English,34.0,12 - 18,71872.0,,0,0.0,1
Persepolis: The Story of a Childhood,Marjane Satrapi,Pantheon,Sequential Art > Graphic Novels,4.23,180462.0,9919.0,Paperback,2004.0,153.0,English,52.0,,5052.0,GN380,3,1.0,1
Mr. Popper's Penguins,Richard Atwater,"Little, Brown and Company",Childrens,3.96,68340.0,3045.0,Paperback,1992.0,139.0,English,2.0,8 - 12,5474.0,910,3,1.0,1
Beaches,Iris Rainer Dart,William Morrow Paperbacks,Fiction,4.16,14604.0,235.0,Paperback,2004.0,304.0,English,19.0,,196059.0,,0,1.0,1
Stupeur et tremblements,Amélie Nothomb,Le Livre de Poche,Fiction,3.73,27210.0,2345.0,Mass Market Paperback,2001.0,187.0,French,108.0,,817637.0,,3,0.0,1
Empire of the Sun,J.G. Ballard,PANTHER Granada Publishing,Fiction,3.97,18503.0,977.0,Paperback,1985.0,351.0,English,4.0,,194234.0,1130,4,0.0,1
The Light Between Oceans,M.L. Stedman,Scribner,Fiction,4.02,429704.0,35904.0,Hardcover,2012.0,362.0,English,60.0,,191496.0,,7,0.0,1
Ironweed,William Kennedy,Simon & Schuster Ltd,Fiction,3.86,15970.0,760.0,Paperback,2004.0,208.0,English,46.0,,,,3,0.0,1
"Puella Magi Madoka Magica, Vol. 1",Magica Quartet,Yen Press,Fantasy,4.17,3948.0,210.0,Paperback,2012.0,144.0,English,14.0,13 - 17,,,0,1.0,1
Zout op mijn huid,Benoîte Groult,Arena Amsterdam,Fiction,3.7,2449.0,177.0,Hardcover,1993.0,244.0,Dutch,66.0,,,,0,0.0,1
Loving Ordinary Life: The Self-Help Book for People Who Are Tired of Self-Help Books,Anastasia Petrenko,Identity Publications,Self Help,4.01,92.0,37.0,ebook,2017.0,104.0,English,1.0,,,,0,0.0,1
"To Sir, With Love",E.R. Braithwaite,Jove,Fiction,4.18,12559.0,682.0,Mass Market Paperback,1990.0,189.0,English,62.0,,,,0,0.0,1
Ayat-Ayat Cinta,Habiburrahman El-Shirazy,Republika-Basmala,Novels,3.87,14512.0,1456.0,Paperback,2007.0,418.0,Indonesian,2.0,,,,1,0.0,1
A Simple Plan,Scott Smith,Vintage,Fiction,3.9,34401.0,1484.0,Paperback,2006.0,432.0,,57.0,,186432.0,,2,0.0,1
Slumbering,C.S. Johnson,,Fantasy,3.66,302.0,72.0,Kindle Edition,,301.0,English,10.0,,,,0,0.0,1
Searching,C.S. Johnson,C. S. Johnson,Fantasy,3.94,62.0,30.0,Paperback,2017.0,292.0,English,2.0,13 - 18,,,0,1.0,1
Wonder,R.J. Palacio,Alfred A. Knopf,Young Adult,4.4,894457.0,70048.0,Hardcover,2012.0,315.0,English,218.0,,,,5,0.0,1
Ketika Cinta Bertasbih: Episode 1,Habiburrahman El-Shirazy,Republika,Novels,3.73,6688.0,502.0,Paperback,2007.0,477.0,Indonesian,2.0,,,,0,0.0,1
Ask the Dust,John Fante,Canongate Books Ltd,Fiction,4.11,30415.0,2130.0,Paperback,2002.0,198.0,English,99.0,,,,0,0.0,1
A Bear Called Paddington,Michael Bond,HarperCollinsChildren’sBooks,Childrens,4.22,79233.0,1578.0,Paperback,2018.0,159.0,English,147.0,,,,0,0.0,1
Batman: The Killing Joke,Alan Moore,DC Comics,Sequential Art > Comics,4.37,186398.0,5614.0,Paperback,1995.0,50.0,English,45.0,,,,6,0.0,1
The Heights of Perdition,C.S. Johnson,C. S. Johnson,Romance,4.2,98.0,45.0,ebook,2017.0,386.0,English,4.0,,,,0,0.0,1
Hellblazer: Dangerous Habits,Garth Ennis,Vertigo,Sequential Art > Comics,4.3,10296.0,144.0,Paperback,1994.0,160.0,English,9.0,,,,0,0.0,1
Lady and the Tramp (Disney Classics Collection Storybook),Jamie Simons,Mouse Works,Childrens,4.54,2586.0,15.0,Hardcover,1997.0,95.0,,1.0,,,,0,0.0,1
Out of Africa,Isak Dinesen,The Modern Library,Nonfiction,3.89,41611.0,2188.0,Hardcover,1992.0,401.0,English,608.0,14 - 18,74996.0,,0,1.0,1
A Long Way Down,Nick Hornby,Riverhead Books,Fiction,3.44,86226.0,5245.0,Hardcover,2006.0,368.0,English,108.0,18 - 17,143070.0,,1,0.0,1
Tinker Tailor Soldier Spy,John le Carré,Sceptre,Fiction,4.03,90717.0,4610.0,Paperback,2009.0,422.0,English,249.0,,,,0,0.0,1
The Exorcism of Anneliese Michel,Felicitas D. Goodman,Resource Publications,Nonfiction,3.92,210.0,28.0,Paperback,2005.0,255.0,English,6.0,,747816.0,,0,0.0,1
Les Heures,Michael Cunningham,Belfond,Fiction,3.94,130259.0,5504.0,Paperback,2003.0,241.0,French,189.0,,,,5,0.0,1
Águas Profundas,Patricia Highsmith,Livros do Brasil,Fiction,3.71,4729.0,557.0,Paperback,1998.0,259.0,Portuguese,62.0,,146746.0,,0,0.0,1
The Halloween Tree,Ray Bradbury,Yearling,Fantasy,3.81,24749.0,3064.0,Paperback,1999.0,145.0,English,8.0,8 - 12,21810.0,800,0,0.0,1
Minority Report,Philip K. Dick,Gateway,Science Fiction,3.85,21519.0,958.0,Kindle Edition,2010.0,290.0,English,51.0,,,,0,0.0,1
The Death Cure,James Dashner,Delacorte Books for Young Readers,Young Adult,3.77,383771.0,24339.0,Hardcover,2011.0,325.0,English,127.0,12 - 17,262566.0,760,0,1.0,1
The Collector,John Fowles,Vintage,Fiction,3.99,65739.0,4451.0,Paperback,1998.0,283.0,English,181.0,13 - 18,569.0,,0,1.0,1
Seabiscuit: An American Legend,Laura Hillenbrand,Ballantine Books,Nonfiction,4.18,160851.0,4597.0,Mass Market Paperback,2003.0,457.0,English,69.0,,,,4,0.0,1
The Eagle Has Landed,Jack Higgins,Penguin,Fiction,4.16,57034.0,665.0,Paperback,1998.0,352.0,English,105.0,,,,0,0.0,1
The French Lieutenant's Woman,John Fowles,Vintage,Fiction,3.87,49108.0,1836.0,Paperback,2009.0,470.0,English,180.0,,,,1,0.0,1
The Tartar Steppe,Dino Buzzati,Verba Mundi,Fiction,4.19,21005.0,1733.0,Paperback,2005.0,198.0,English,174.0,,,,0,0.0,1
Sophie's World,Jostein Gaarder,Phoenix,Philosophy,3.94,228101.0,12504.0,Paperback,1995.0,403.0,English,340.0,,,,5,0.0,1
The Man in the Iron Mask,Alexandre Dumas,Penguin Books,Classics,3.99,66093.0,1035.0,Paperback,2003.0,470.0,English,287.0,18,260912.0,,0,1.0,1
War Horse,Michael Morpurgo,Scholastic Press,Historical > Historical Fiction,4.13,47637.0,4922.0,Hardcover,2007.0,165.0,English,120.0,,,,1,0.0,1
The Lathe of Heaven,Ursula K. Le Guin,Scribner,Science Fiction,4.11,60582.0,4524.0,Paperback,2008.0,184.0,English,78.0,,19295.0,,4,0.0,1
O Olhar de um Desconhecido,Karin Fossum,Editoral Presença,Mystery,3.79,10256.0,756.0,Paperback,2005.0,261.0,Portuguese,61.0,,,,2,0.0,1
Batman: The Dark Knight Returns,Frank Miller,DC Comics,Sequential Art > Graphic Novels,4.26,170992.0,3763.0,Hardcover,2012.0,197.0,English,51.0,,,,0,0.0,1
Neverwhere,Neil Gaiman,Headline Review,Fantasy,4.16,472379.0,24855.0,Paperback,2005.0,384.0,English,220.0,,,,2,0.0,1
Solaris,Stanisław Lem,Harcourt,Science Fiction,3.99,84825.0,4667.0,Paperback,2002.0,204.0,English,281.0,,42235.0,,0,0.0,1
Walt Disney's Alice in Wonderland Meets the White Rabbit (A Little Golden Book),Jane Werner,Disney,Childrens > Picture Books,3.66,166.0,17.0,Hardcover,1951.0,,English,7.0,,,,0,0.0,1
Toy Soldiers,William P. Kennedy,St. Martin's Press,Fiction,3.7,174.0,23.0,Mass Market Paperback,1991.0,376.0,English,5.0,,,,0,0.0,1
The Human Stain,Philip Roth,Vintage,Fiction,3.89,36536.0,2418.0,Paperback,2001.0,361.0,English,107.0,,89634.0,,5,1.0,1
The Misfits,Arthur Miller,Methuen Publishing,Plays,3.59,459.0,36.0,Paperback,,134.0,,27.0,,,,0,0.0,1
Silk,Alessandro Baricco,,Fiction,3.85,44602.0,3626.0,Paperback,1998.0,91.0,English,187.0,,,,1,1.0,1
The Ice Storm,Rick Moody,Vintage Books USA,Fiction,3.65,5532.0,421.0,Paperback,2002.0,288.0,English,31.0,,382777.0,,0,1.0,1
The Gruffalo,Julia Donaldson,Back Bay Books,Childrens > Picture Books,4.4,39387.0,1988.0,Paperback,1999.0,32.0,English,80.0,,,,2,0.0,1
Die Wilden Hühner und die Liebe,Cornelia Funke,MacMillan Children's Books,Childrens,4.11,1873.0,41.0,Hardcover,2003.0,188.0,German,12.0,,,,0,0.0,1
A Passage to India,E.M. Forster,Dressler,Classics,3.68,75627.0,3517.0,Paperback,2005.0,376.0,English,69.0,,,,2,0.0,1
The Blue Lagoon,Henry de Vere Stacpoole,Penguin Books,Classics,3.58,2248.0,171.0,Hardcover,2002.0,224.0,English,167.0,,,,0,0.0,1
Dream Story,Arthur Schnitzler,IndyPublish.com,Fiction,3.78,12084.0,783.0,Paperback,1999.0,99.0,English,207.0,,,,0,0.0,1
Die Wilden Hühner,Cornelia Funke,Penguin Classics,Childrens,4.11,3357.0,108.0,Hardcover,1993.0,176.0,German,30.0,,,,0,0.0,1
The Old Curiosity Shop,Charles Dickens,Dressler Verlag,Classics,3.78,19190.0,1389.0,Paperback,2001.0,576.0,English,1838.0,18,88363.0,,0,1.0,1
Clifford the Big Red Dog,Norman Bridwell,Penguin Classics,Childrens,4.14,83476.0,862.0,Paperback,1995.0,32.0,English,49.0,,,,0,0.0,1
Confessions of an Ugly Stepsister,Gregory Maguire,Scholastic,Fantasy,3.53,57918.0,3739.0,Paperback,2000.0,372.0,English,26.0,14 - 18,185467.0,860,0,0.0,1
The Legend of Sleepy Hollow,Washington Irving,William Morrow Paperbacks,Classics,3.72,58617.0,4067.0,Paperback,2004.0,108.0,English,14.0,9 - 13,,,0,1.0,1
The Children of Noisy Village,Astrid Lindgren,Wildside Press,Childrens,4.31,11609.0,447.0,Paperback,1988.0,128.0,English,105.0,8 - 12,167527.0,860,0,1.0,1
The First Four Years,Laura Ingalls Wilder,Puffin Books,Historical > Historical Fiction,3.87,38697.0,1198.0,Paperback,2007.0,126.0,English,73.0,,,,0,0.0,1
Legally Blonde,Amanda Brown,HarperTrophy,Womens Fiction > Chick Lit,3.68,13436.0,332.0,Paperback,2003.0,272.0,English,12.0,,,,0,0.0,1
Up in the Air,Walter Kirn,Time Warner Books UK,Fiction,2.87,4779.0,694.0,Paperback,2002.0,320.0,English,33.0,,,,0,0.0,1
Lalka,Bolesław Prus,Anchor,Classics,3.83,11416.0,384.0,Paperback,2007.0,592.0,Polish,70.0,,,,0,0.0,1
The Hunt for Red October,Tom Clancy,Zielona Sowa,Fiction,4.09,359610.0,3438.0,Paperback,1999.0,432.0,English,155.0,,,,0,0.0,1
Pinocchio,Carlo Collodi,Berkley Trade,Classics,3.85,74258.0,2791.0,Paperback,1996.0,262.0,English,767.0,,,,0,0.0,1
Dinotopia: A Land Apart from Time,James Gurney,Puffin Books,Fantasy,4.26,11705.0,436.0,Paperback,2003.0,160.0,English,34.0,,,,1,0.0,1
Under the Greenwood Tree,Thomas Hardy,HarperTrophy,Classics,3.66,11788.0,719.0,Paperback,1999.0,218.0,English,519.0,,,,0,0.0,1
The Once and Future King,T.H. White,Oxford University Press,Fantasy,4.04,108863.0,4344.0,Mass Market Paperback,1987.0,639.0,English,313.0,,,1080,1,1.0,1
The Getaway,Jim Thompson,Ace,Mystery > Crime,3.93,6228.0,327.0,Paperback,1990.0,192.0,English,51.0,,,,0,0.0,1
Novecento. Un monologo,Alessandro Baricco,Vintage Crime/Black Lizard,Fiction,4.18,28020.0,1962.0,Paperback,1994.0,62.0,Italian,19.0,,,,0,0.0,1
The Descendants,Kaui Hart Hemmings,Feltrinelli,Fiction,3.83,21151.0,2509.0,Hardcover,2007.0,283.0,English,52.0,,,,0,0.0,1
Αναζητώντας την Αλάσκα,John Green,Random House,Young Adult,3.99,1290002.0,61926.0,Paperback,2014.0,288.0,"Greek, Modern (1453-)",259.0,,,,11,0.0,1
The Keep,F. Paul Wilson,Λιβάνης,Horror,3.99,17801.0,735.0,Paperback,2006.0,403.0,English,46.0,,,,2,0.0,1
Mistrz i Małgorzata,Mikhail Bulgakov,Tor Books,Classics,4.29,279736.0,14065.0,Hardcover,2004.0,416.0,Polish,934.0,,,,0,0.0,1
Oliver and Company (Mouse Works Classic Storybook Collection),Walt Disney Company,Mediasat Poland Sp. z o.o,Childrens,3.83,193.0,9.0,Hardcover,1990.0,96.0,,13.0,,,,0,0.0,1
Disney's Prince and the Pauper,Walt Disney Company,Mouse Works,Childrens > Picture Books,4.04,1530.0,40.0,Hardcover,1990.0,96.0,English,14.0,,,,0,0.0,1
A Connecticut Yankee in King Arthur's Court,Mark Twain,Gallery Books,Classics,3.76,101532.0,3353.0,Paperback,2007.0,480.0,English,3392.0,,24905.0,,0,1.0,1
Mickey's Christmas Carol: Classic Storybook,Walt Disney Company,Simon Schuster,Holiday > Christmas,4.31,1237.0,34.0,Hardcover,1995.0,96.0,English,20.0,,,,0,0.0,1
Io non ho paura,Niccolò Ammaniti,Mouse Works,Fiction,3.85,20070.0,1335.0,Hardcover,2001.0,219.0,Italian,107.0,,,,1,0.0,1
The Bear,James Oliver Curwood,Einaudi,Fiction,4.1,603.0,59.0,Paperback,1999.0,208.0,English,178.0,9 - 12,1024931.0,,0,1.0,1
قصة حياتي العجيبة,Helen Keller,William Morrow Paperbacks,Nonfiction,4.06,144164.0,2782.0,Audiobook,,,Arabic,787.0,12 - 17,113638.0,,0,1.0,1
The Motorcycle Diaries: A Journey Around South America,Ernesto Che Guevara,إقرأ لي,Nonfiction,3.75,38264.0,1996.0,Paperback,1996.0,156.0,English,126.0,,,,0,0.0,1
The Sorcerer's Apprentice,Walt Disney Company,,Childrens,4.23,710.0,29.0,Hardcover,1974.0,46.0,English,8.0,,,,0,0.0,1
The Tempest,William Shakespeare,Verso,Classics,3.8,188846.0,4837.0,Mass Market Paperback,2004.0,218.0,English,3335.0,,13306.0,,0,1.0,1
Cycle of the Werewolf,Stephen King,Random House Books for Young Readers,Horror,3.66,52268.0,2336.0,Paperback,1985.0,128.0,English,92.0,,,,0,0.0,1
They Do It with Mirrors,Agatha Christie,Washington Square Press,Mystery,3.8,33104.0,1585.0,Paperback,2000.0,224.0,English,249.0,,,,0,0.0,1
I Hope They Serve Beer in Hell,Tucker Max,Signet Books,Nonfiction,3.5,56795.0,4477.0,Paperback,2006.0,288.0,English,1.0,,,,0,0.0,1
What Dreams May Come,Richard Matheson,Signet,Fiction,3.95,12227.0,1132.0,Paperback,2004.0,288.0,English,46.0,,95049.0,,0,0.0,1
Benji,Allison Thomas,Citadel,Fiction,3.77,173.0,12.0,Paperback,1980.0,121.0,English,6.0,,,,0,0.0,1
"Lupin III, Vol. 1",Monkey Punch,Tor Books,Sequential Art > Manga,3.55,233.0,22.0,Paperback,2005.0,192.0,English,1.0,,,,0,0.0,1
This Boy's Life,Tobias Wolff,Jove,Autobiography > Memoir,3.95,28295.0,1587.0,Paperback,2000.0,304.0,English,48.0,14 - 18,156975.0,,3,0.0,1
The Trojan Women,Euripides,Tokyopop Press Inc,Plays,3.81,9502.0,386.0,Paperback,2006.0,80.0,English,225.0,,,,0,0.0,1
For One More Day,Mitch Albom,Grove Press,Fiction,4.08,138187.0,8433.0,Hardcover,2006.0,197.0,English,,13 - 18,,,0,0.0,1
The Returned,Jason Mott,Digireads.com,Fiction,3.3,14877.0,2594.0,Hardcover,2013.0,338.0,English,57.0,,,,1,0.0,1
Rosencrantz and Guildenstern Are Dead,Tom Stoppard,Hachette Books,Plays,4.03,85458.0,2175.0,Paperback,1994.0,126.0,English,51.0,,,,1,1.0,1
Rabbit-Proof Fence: The True Story of One of the Greatest Escapes of All Time,Doris Pilkington,Harlequin MIRA,Nonfiction,3.69,6392.0,719.0,Paperback,2002.0,135.0,English,30.0,,,,0,0.0,1
The Last Lecture,Randy Pausch,Grove Press,Nonfiction,4.23,328581.0,17996.0,Hardcover,2008.0,206.0,English,127.0,18,7301.0,,1,0.0,1
Felidae,Akif Pirinçci,Hyperion Books,Fiction,3.91,2557.0,182.0,Paperback,1989.0,287.0,German,40.0,,,,0,0.0,1
How I Live Now,Meg Rosoff,Hachette Books,Young Adult,3.59,45876.0,4836.0,Paperback,2004.0,194.0,English,90.0,12 - 17,603938.0,1620,7,0.0,1
"I Love You, Beth Cooper",Larry Doyle,Goldmann,Humor,3.29,7334.0,1230.0,Paperback,2009.0,336.0,English,26.0,,,,1,0.0,1
The Trial,Franz Kafka,Wendy Lamb Books,Classics,3.95,266433.0,9146.0,Paperback,2001.0,255.0,English,1997.0,,39468.0,,1,1.0,1
Maniac Magee,Jerry Spinelli,Ecco,Young Adult,3.88,121174.0,4621.0,Paperback,2002.0,184.0,English,3.0,,,,12,0.0,1
A Painted House,John Grisham,Vintage,Fiction,3.71,90074.0,4385.0,Hardcover,2001.0,388.0,English,122.0,,352874.0,780,1,0.0,1
The Heart is Deceitful Above All Things,J.T. LeRoy,Scholastic,Fiction,3.63,4940.0,352.0,Paperback,2002.0,247.0,English,36.0,,,,0,0.0,1
Exodus,Leon Uris,Doubleday,Historical > Historical Fiction,4.33,95637.0,1883.0,Paperback,1986.0,608.0,English,100.0,14 - 18,36113.0,920,1,0.0,1
Strip Tease,Carl Hiaasen,Bloomsbury Publishing PLC,Fiction,3.85,14984.0,742.0,Paperback,2005.0,464.0,English,48.0,,,,0,0.0,1
Freaky Friday,Mary Rodgers,"Bantam Books, Inc",Young Adult,3.7,8200.0,366.0,,,154.0,English,38.0,,,,2,0.0,1
Willa Wicked,Angela M. Hudson,Grand Central Publishing,Young Adult,4.39,119.0,22.0,Kindle Edition,,197.0,English,4.0,,,,0,0.0,1
The World Of Suzie Wong,Richard Mason,,Fiction,3.9,1032.0,100.0,Paperback,1982.0,,English,27.0,,,,0,0.0,1
Even Cowgirls Get the Blues,Tom Robbins,,Fiction,3.77,51221.0,1905.0,Paperback,2001.0,366.0,English,49.0,,,,1,0.0,1
"Everything, Everything",Nicola Yoon,Fontana Press,Young Adult,4.02,482386.0,42272.0,Audiobook,2015.0,,English,121.0,,,,11,0.0,1
Crash,J.G. Ballard,No Exit Press,Fiction,3.68,28662.0,1511.0,Paperback,2001.0,224.0,English,105.0,,,,0,0.0,1
Ellen Foster,Kaye Gibbons,Listening Library,Fiction,3.78,29169.0,1692.0,Paperback,1990.0,126.0,English,39.0,,,,2,0.0,1
Shane,Jack Schaefer,Picador,Westerns,3.89,10905.0,958.0,Hardcover,2001.0,135.0,English,76.0,,,,0,0.0,1
The Holy Bible: King James Version,Anonymous,Vintage Books,Religion,4.4,244605.0,6237.0,Hardcover,,1590.0,English,7295.0,,,,0,0.0,1
Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,HMH Books for Young Readers,Nonfiction,4.02,688702.0,42523.0,Kindle Edition,2012.0,318.0,English,62.0,,109333.0,1020,4,1.0,1
"Mio, My Son",Astrid Lindgren,,Fantasy,4.12,11444.0,432.0,Hardcover,2003.0,178.0,English,118.0,,,,1,0.0,1
Mr. Monk Goes to the Firehouse,Lee Goldberg,Alfred A. Knopf: Borzoi Books,Mystery,3.9,3226.0,334.0,Mass Market Paperback,2006.0,283.0,English,23.0,18,129110.0,,0,1.0,1
Up the Down Staircase,Bel Kaufman,Purple House Press,Fiction,3.95,9275.0,694.0,Paperback,1991.0,368.0,English,58.0,,,,0,1.0,1
Rebecca of Sunnybrook Farm,Kate Douglas Wiggin,Signet,Classics,3.87,33698.0,844.0,Hardcover,2006.0,184.0,English,930.0,9 - 12,783533.0,,0,0.0,1
In Desert and Wilderness,Henryk Sienkiewicz,Harper Perennial,Classics,3.49,7641.0,231.0,Paperback,2001.0,460.0,English,259.0,,,,0,0.0,1
Madita,Astrid Lindgren,Aegypan,Childrens,4.16,4237.0,138.0,Paperback,2007.0,222.0,German,60.0,,,,0,0.0,1
The Boys from Brazil,Ira Levin,Fredonia Books,Fiction,4.05,38658.0,953.0,Hardcover,1976.0,312.0,English,108.0,,,,0,0.0,1
