Title,Name of author,Publisher,Genre,Rating,Rating count,Review count,Book cover,Release date,Num of pages,Edition language,Num of other editions,Reading age,Best sellers rank,Lexile measure,Num of awards,Series,There is a movie
Karina's Silver Shoes,D Leitao,Grove Press,Fantasy,3.39,41.0,27.0,ebook,2017.0,251.0,English,5.0,,984921.0,,0,0.0,1
One Day You Will (An Attorney J.B. Graybourne Novel #2),Kristofer Clarke,Speak,,4.44,16.0,4.0,Paperback,2017.0,250.0,English,3.0,,,,0,0.0,1
The Long Goodbye,Raymond Chandler,Faber & Faber,Mystery,4.17,40857.0,2306.0,Paperback,1988.0,379.0,English,773.0,,60106.0,,1,1.0,1
I Am David,Anne Holm,Rupa & Co,Historical > Historical Fiction,3.98,10534.0,987.0,Paperback,2004.0,256.0,English,48.0,8 - 12,244466.0,910,2,0.0,1
From Here to Eternity,James Jones,Henry Holt,Fiction,4.07,17133.0,546.0,Hardcover,1951.0,861.0,English,82.0,,,,1,0.0,1
The Leopard,Giuseppe Tomasi di Lampedusa,Sparkly Wave,Fiction,4.01,28395.0,2210.0,Paperback,2007.0,319.0,English,301.0,,,,1,0.0,1
The Lonely Lady,Harold Robbins,Prodigy Gold Books,Fiction,3.42,1044.0,33.0,Mass Market,1977.0,421.0,English,50.0,,,,0,0.0,1
Papillon,Henri Charrière,Vintage Crime/Black Lizard,Nonfiction,4.19,64926.0,2327.0,Paperback,2006.0,544.0,English,217.0,,48564.0,,0,1.0,1
The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon,Clarion Books,Horror,3.68,9548.0,524.0,Mass Market Paperback,2001.0,277.0,English,35.0,,,,0,0.0,1
Leviathan,Thomas E. Sniegoski,International Collectors Library,Fantasy,3.66,951.0,59.0,Mass Market Paperback,2003.0,262.0,English,9.0,,,,0,0.0,1
Trzy wiedźmy,Terry Pratchett,Pantheon,Fantasy,4.11,105556.0,3561.0,Hardcover,1998.0,272.0,Polish,126.0,,,,0,0.0,1
"They Shoot Horses, Don't They?",Horace McCoy,New English Library,Fiction,3.86,7778.0,760.0,Paperback,1995.0,122.0,English,82.0,,,,0,0.0,1
When Harry Met Sally,Nora Ephron,William Morrow Paperbacks,Romance,4.25,3581.0,99.0,Paperback,2004.0,98.0,English,6.0,,,,0,0.0,1
Caesar and Cleopatra,George Bernard Shaw,Hyperion,Plays,3.67,1726.0,116.0,Paperback,2006.0,114.0,English,677.0,,,,0,0.0,1
Tristana,Benito Pérez Galdós,Simon Pulse,Classics,3.65,1635.0,172.0,Paperback,1997.0,235.0,Spanish,123.0,,,,1,0.0,1
The Potemkin Mutiny,Richard Hough,Prószyński i S-ka,History,4.15,34.0,7.0,Paperback,1996.0,192.0,English,8.0,,,,0,0.0,1
Sacrificed: A Cozy Witch Mystery Short Story,Starr Alexander,Serpent's Tail,,3.44,9.0,3.0,Kindle Edition,,33.0,English,,12 - 17,40080.0,,0,1.0,1
The Take,L. Brown,Bloomsbury Publishing PLC,Fiction,4.38,13.0,2.0,Paperback,2019.0,246.0,English,3.0,,,,0,0.0,1
Child 44,Tom Rob Smith,Hard Press,Fiction,4.08,86337.0,6550.0,Hardcover,2008.0,473.0,English,147.0,,,,12,0.0,1
Double Indemnity,James M. Cain,Alianza Editorial,Fiction,4.06,27060.0,1435.0,Paperback,1989.0,115.0,English,18.0,,147059.0,,0,0.0,1
The Thin Red Line,James Jones,US Naval Institute Press,Fiction,3.97,13510.0,286.0,Paperback,1998.0,475.0,English,65.0,,,,0,0.0,1
Singur pe lume,Hector Malot,,Classics,4.37,15900.0,1134.0,Unknown Binding,2010.0,640.0,Romanian,438.0,,,,0,0.0,1
The Fallen and Leviathan,Thomas E. Sniegoski,Prodigy Gold Books,Young Adult,3.76,15176.0,914.0,Paperback,2011.0,517.0,English,20.0,14 - 17,162129.0,910,0,1.0,1
The Fox and The Hound,Daniel P. Mannix,Simon & Schuster UK,Classics,4.27,1093.0,76.0,Hardcover,1967.0,251.0,English,6.0,,,,1,0.0,1
The Treasure of the Sierra Madre,B. Traven,Vintage Crime/Black Lizard,Fiction,4.1,2214.0,249.0,Paperback,1981.0,423.0,English,83.0,,,,0,0.0,1
Ripley Debaixo de Água,Patricia Highsmith,Sceptre,Fiction,3.84,6479.0,237.0,Paperback,2003.0,272.0,Portuguese,56.0,,,,0,0.0,1
In the Heat of the Night,John Dudley Ball,Steaua Nordului,Mystery,3.89,2337.0,278.0,Paperback,2001.0,185.0,English,47.0,,,,1,0.0,1
The Subject Was Roses,Frank D. Gilroy,Simon Pulse,Plays,3.52,91.0,15.0,Paperback,1990.0,77.0,English,4.0,,,,2,0.0,1
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,Pocket Books,Nonfiction,4.01,297916.0,15194.0,Kindle Edition,2011.0,187.0,English,97.0,10,23289.0,,0,0.0,1
What the Day Owes the Night,Yasmina Khadra,Time-Life Books,Fiction,4.2,4785.0,460.0,Hardcover,2010.0,400.0,English,50.0,,,,0,0.0,1
Ragtime,E.L. Doctorow,Europa-América,Fiction,3.88,40845.0,2663.0,Paperback,2010.0,320.0,English,133.0,14 - 18,91228.0,930,2,1.0,1
Train Man,Hitori Nakano,Carroll & Graf,Romance,3.7,1833.0,228.0,Paperback,2007.0,416.0,English,10.0,,,,0,1.0,1
Parasyte Vol. 1,Hitoshi Iwaaki,Samuel French,Sequential Art > Manga,4.07,88.0,19.0,Paperback,2016.0,224.0,Indonesian,8.0,,,,0,0.0,1
Travel as Transformation: Conquer the Limits of Culture to Discover Your Own Identity,Gregory V. Diehl,"HIFR Ministries, Inc",Travel,3.89,259.0,50.0,Kindle Edition,2016.0,160.0,English,12.0,,986158.0,,0,0.0,1
Wiseguy,Nicholas Pileggi,William Heinemann,Nonfiction,4.2,15068.0,785.0,Mass Market Paperback,1990.0,320.0,English,46.0,,,,1,0.0,1
Rent,Jonathan Larson,Random House,Plays,4.16,10874.0,107.0,Hardcover,1997.0,160.0,English,9.0,,873201.0,,2,0.0,1
Riding the Bus with My Sister: A True Life Journey,Rachel Simon,Del Rey,Nonfiction,3.77,6430.0,896.0,Paperback,2003.0,304.0,English,16.0,18 - 17,,,1,0.0,1
Number Our Days,Barbara Myerhoff,Level Comics,Nonfiction,3.95,442.0,49.0,Paperback,1980.0,318.0,English,2.0,,,,0,0.0,1
Mr. Monk and The Blue Flu,Lee Goldberg,Identity Publications,Mystery,3.89,2324.0,191.0,Mass Market Paperback,2007.0,286.0,English,,18,353396.0,,0,1.0,1
Laskar Pelangi,Andrea Hirata,Pocket,Fiction,4.22,27301.0,3498.0,Paperback,2008.0,534.0,Indonesian,54.0,,,,0,0.0,1
When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,Le Ly Hayslip,It Books,Nonfiction,4.13,3198.0,314.0,Paperback,1993.0,400.0,English,22.0,18,,,0,0.0,1
A Walk on the Wild Side,Nelson Algren,Plume,Fiction,3.93,1374.0,127.0,Paperback,1998.0,346.0,English,35.0,,232480.0,,1,0.0,1
Drive,James Sallis,Touchstone,Fiction,3.47,7894.0,864.0,Paperback,2006.0,168.0,English,15.0,,,,1,0.0,1
Lassie Come-Home,Rosemary Wells,Signet,Classics,4.2,177.0,29.0,Hardcover,2000.0,64.0,English,17.0,,,,0,0.0,1
La saga di Prydain,Lloyd Alexander,Bentang Pustaka,Fantasy,4.1,148.0,9.0,Paperback,1991.0,464.0,Italian,6.0,,,,0,0.0,1
Bound 1 & 2 Box Set,Angela M. Hudson,Plume,,4.76,38.0,1.0,Kindle Edition,,1131.0,English,3.0,,,,0,0.0,1
Wolf Children Ame and Yuki 1,Mamoru Hosoda,The Noonday Press,Sequential Art > Manga,4.23,558.0,60.0,Paperback,2014.0,168.0,Indonesian,12.0,,,,0,0.0,1
12 Years a Slave and Other Slave Narratives,Solomon Northup,Mariner Books,History,4.23,4222.0,297.0,Paperback,,278.0,English,2.0,,,,0,1.0,1
The Short-Timers,Gustav Hasford,Henry Holt and Co,Fiction,4.24,1654.0,184.0,Mass Market Paperback,1983.0,180.0,English,19.0,,,,0,0.0,1
The Hour of the Star,Clarice Lispector,Casa Editrice Nord,Fiction,4.05,21917.0,1976.0,Paperback,1992.0,96.0,English,89.0,,,,0,0.0,1
Όλα τα φωτεινά μέρη,Jennifer Niven,,Young Adult,4.14,408083.0,39201.0,Paperback,2016.0,440.0,"Greek, Modern (1453-)",,,,,9,0.0,1
The Manchurian Candidate,Richard Condon,m&c!,Fiction,4.1,23648.0,503.0,Paperback,2004.0,358.0,English,19.0,,,,0,0.0,1
The Potato Factory,Bryce Courtenay,Collins Classic,Historical > Historical Fiction,4.12,9623.0,617.0,Paperback,1996.0,739.0,English,31.0,,,,0,0.0,1
The Day the Universe Changed,James Burke,,Science,4.21,1922.0,95.0,Paperback,1985.0,352.0,English,16.0,,,,0,0.0,1
"Ensemble, c'est tout",Anna Gavalda,Bantam,Fiction,4.11,18525.0,1436.0,Mass Market Paperback,2005.0,574.0,French,106.0,18,,,0,0.0,1
Disappearing Acts,Terry McMillan,New Directions,Fiction,4.24,13915.0,212.0,Paperback,2004.0,464.0,English,20.0,18,202872.0,,0,0.0,1
Winter's Bone,Daniel Woodrell,Πατάκη,Fiction,3.85,35599.0,3852.0,Hardcover,2010.0,193.0,English,48.0,,,,2,0.0,1
The Short Second Life of Bree Tanner,Stephenie Meyer,Pocket Books,Young Adult,3.51,200824.0,11379.0,Hardcover,2010.0,178.0,English,112.0,12 - 17,38827.0,680,1,1.0,1
"Hamlet: Screenplay, Introduction And Film Diary",Kenneth Branagh,Random House,Classics,4.14,183342.0,224.0,Paperback,1996.0,260.0,English,3.0,,621454.0,,0,0.0,1
Nekojiru Udon 2,Chiyomi Hashiguchi,Little Brown and Company,,4.0,10.0,0.0,,,162.0,,1.0,,,,0,0.0,1
BloodVault,Tima Maria Lacoba,J'ai Lu,Paranormal > Vampires,4.54,92.0,22.0,Kindle Edition,,345.0,English,4.0,,,,0,1.0,1
I duellanti,Joseph Conrad,New American Library,Fiction,3.87,1112.0,134.0,ebook,2011.0,112.0,Italian,465.0,,,,0,0.0,1
"Cardcaptor Sakura, Vol. 1",CLAMP,"Little, Brown and Company",Sequential Art > Manga,4.33,23700.0,329.0,Paperback,2000.0,183.0,Indonesian,23.0,,,,0,0.0,1
"Drama Free Dating: Learn From Others, So You Can Stop Wasting Your Time",Camie L. Vincent,"Little, Brown and Company",,4.75,4.0,2.0,Kindle Edition,2017.0,169.0,,3.0,,,,0,0.0,1
Submerging,C.S. Johnson,W. W. Norton Company,Fantasy,4.15,54.0,18.0,Paperback,2016.0,328.0,English,4.0,,,,0,0.0,1
Mr. Mercedes,Stephen King,,Fiction,3.97,274271.0,17965.0,Hardcover,2014.0,437.0,English,166.0,,58849.0,,3,1.0,1
The Stranger,Albert Camus,,Classics,4.0,821473.0,28748.0,Paperback,1989.0,123.0,English,1273.0,,,,1,0.0,1
Millennium Approaches,Tony Kushner,e/o,Plays,4.22,22830.0,411.0,Paperback,1993.0,119.0,English,8.0,,,,1,1.0,1
Fine Things,Danielle Steel,PT. Elex Media Komputindo,Romance,3.98,13529.0,271.0,Mass Market Paperback,2007.0,432.0,English,5.0,,,,0,0.0,1
Ketika Cinta Bertasbih: Episode 2,Habiburrahman El-Shirazy,"Pencil To Paper Publishing, Inc",Novels,3.76,5555.0,304.0,Paperback,2007.0,412.0,Indonesian,,,,,0,0.0,1
Naked Lunch,William S. Burroughs,Createspace Independent Publishing Platform,Fiction,3.46,89883.0,3913.0,Paperback,1992.0,255.0,English,172.0,,,,0,0.0,1
The Black Hope Horror: The True Story of a Haunting,Ben Williams,Scribner,Horror,3.95,176.0,28.0,Hardcover,1991.0,269.0,English,1.0,,,,0,0.0,1
Jude the Obscure,Thomas Hardy,Vintage International,Classics,3.81,68837.0,3537.0,Paperback,1995.0,404.0,English,1948.0,,1142690.0,,0,1.0,1
Ratman's Notebooks,Stephen Gilbert,Theatre Communications Group,Horror,3.9,510.0,64.0,Hardcover,1969.0,184.0,English,14.0,,,,0,0.0,1
The Chocolate War,Robert Cormier,Dell,Young Adult,3.5,45846.0,3223.0,Paperback,2004.0,267.0,English,76.0,12 - 17,59394.0,820,2,0.0,1
Robin Hood,Liz Austin,Republika - Basmala,,3.23,100.0,14.0,Paperback,2001.0,40.0,English,3.0,,,,0,0.0,1
Claire of the Moon: One Woman's Journey into Her Sexual Identity,Nicole Conn,Grove Weidenfield,Fiction,3.4,103.0,6.0,Paperback,1993.0,172.0,,6.0,,,,0,0.0,1
Bloodgifted,Tima Maria Lacoba,William Morrow & Co,Fantasy > Paranormal,4.05,918.0,171.0,Paperback,2013.0,364.0,,7.0,,,,1,1.0,1
Sayonara,James A. Michener,Wordsworth Editions,Fiction,3.83,2516.0,165.0,Paperback,1983.0,208.0,English,43.0,,,,0,0.0,1
Disney Planes The Junior Novelization (Disney Planes),Irene Trimble,Viking Adult,,4.15,33.0,4.0,Paperback,2013.0,128.0,English,4.0,,,,0,0.0,1
Das doppelte Lottchen,Erich Kästner,Ember,Childrens,4.13,9398.0,360.0,Hardcover,2013.0,176.0,German,131.0,,,,0,0.0,1
Fantom Force The Awakening,Shaddow Shaddow,Addison Wesley Publishing Company,,5.0,1.0,0.0,Kindle Edition,2014.0,,English,,,,,0,0.0,1
Hier kommt Lola!,Isabel Abedi,Naiad Press,Childrens,3.96,518.0,22.0,Hardcover,2004.0,192.0,German,14.0,,,,0,0.0,1
White Nights,Fyodor Dostoevsky,CreateSpace Independent Publishing Platform,Classics,4.01,69022.0,5599.0,Paperback,,82.0,English,562.0,,33048.0,,0,1.0,1
Lady Windermere's Fan,Oscar Wilde,Fawcett,Classics,3.88,22851.0,1063.0,Paperback,2002.0,144.0,English,217.0,,,,0,1.0,1
Forever Amber,Kathleen Winsor,RH/Disney,Historical > Historical Fiction,3.99,17330.0,1168.0,Paperback,2002.0,972.0,English,83.0,,,,0,0.0,1
The Haunted: One Family's Nightmare,Robert Curran,Dressler Verlag,Horror,3.93,2213.0,201.0,Hardcover,1988.0,260.0,English,12.0,,,,0,0.0,1
The Bumblebee Flies Anyway,Robert Cormier,BookBaby; 1 edition,Young Adult,3.8,1221.0,61.0,Paperback,1991.0,256.0,English,15.0,,,,1,0.0,1
At Bertram's Hotel,Agatha Christie,Loewe Verlag,Mystery,3.73,31774.0,1741.0,Paperback,2002.0,223.0,English,231.0,,,,0,0.0,1
Funeral in Berlin,Len Deighton,,Fiction,3.99,3664.0,120.0,Mass Market Paperback,,312.0,English,40.0,,,,1,0.0,1
The Sword in the Stone,Walt Disney Company,Bloomsbury Methuen Drama,Childrens,3.95,330.0,22.0,Hardcover,,95.0,English,9.0,,,,0,0.0,1
Walt Disney's The Sorcerer's Apprentice (A Little Golden Book),Don Ferguson,Penguin,Childrens,4.38,1275.0,14.0,Hardcover,1994.0,24.0,English,2.0,,,,0,0.0,1
Enigma,Robert Harris,St. Martin's Press,Historical > Historical Fiction,3.88,13678.0,681.0,Paperback,2002.0,400.0,,78.0,,,,0,0.0,1
Jennifer's Body,Audrey Nixon,Laurel Leaf,Young Adult,3.1,670.0,80.0,Paperback,2009.0,194.0,English,6.0,,,,0,0.0,1
This Night,Alisha Basso,HarperCollins,,4.19,108.0,8.0,Kindle Edition,,200.0,English,1.0,9 - 12,143597.0,810,0,1.0,1
Get Carter,Ted Lewis,,Mystery > Crime,3.92,1205.0,167.0,Paperback,1992.0,224.0,English,20.0,,,,0,0.0,1
Trolls: Junior Novelization,Scholastic Inc.,Mouse Works,,4.43,14.0,2.0,Kindle Edition,2016.0,144.0,English,,4 - 8,72873.0,,0,0.0,1
"London for immigrant suckers: So long, Yugoslavia",Kolya S,,,4.62,61.0,39.0,Kindle Edition,,259.0,English,4.0,,,,0,0.0,1
Di Balik Layar Laskar Pelangi,Rita Triana Budiarti,Western Publishing Co,Asian Literature > Indonesian Literature,3.66,62.0,8.0,,2008.0,159.0,Indonesian,,,,,0,0.0,1
Pay It Forward,Catherine Ryan Hyde,Arrow,Fiction,4.18,24699.0,1139.0,Paperback,2000.0,384.0,English,60.0,,,,1,0.0,1
Nemesis,Agatha Christie,HarperFestival,Mystery,3.87,34864.0,1691.0,Paperback,2000.0,213.0,English,248.0,,,,0,0.0,1
Die Brücke,Manfred Gregor,,War,4.1,202.0,15.0,Paperback,2007.0,224.0,German,18.0,,,,0,0.0,1
The Ipcress File,Len Deighton,Virgin,Fiction,3.95,15573.0,324.0,Paperback,2009.0,342.0,English,53.0,,,,0,0.0,1
Desert of the Heart,Jane Rule,Scholastic Fiction,LGBT,3.91,4197.0,165.0,Paperback,2005.0,191.0,English,23.0,,,,0,0.0,1
The Surrogates,Robert Venditti,,Sequential Art > Comics,3.69,1477.0,180.0,Paperback,2006.0,208.0,English,9.0,16,,,0,0.0,1
This Time,Alisha Basso,PT Bentang Pustaka,Romance > Paranormal Romance,4.25,193.0,10.0,ebook,,,English,2.0,12 - 18,12290.0,730,0,0.0,1
Rock Stars Are a Trope [Hooch in Hades 4],Kelly D. Smith,Pocket Books,,3.5,2.0,0.0,Kindle Edition,2017.0,119.0,,,,,,0,1.0,1
Three Men In A Boat,Jerome K. Jerome,Signet,Classics,3.86,63453.0,5238.0,Paperback,2004.0,177.0,English,56.0,,,,0,0.0,1
Jacob's Ladder,Bruce Joel Rubin,cbt,Horror,4.11,73.0,10.0,Paperback,2000.0,290.0,English,2.0,,,,0,1.0,1
The Murder of Roger Ackroyd,Agatha Christie,Harper,Mystery,4.24,195069.0,14109.0,Hardcover,2006.0,288.0,English,499.0,,,,2,0.0,1
Hunger,Knut Hamsun,Bella Books,Fiction,4.05,47159.0,3445.0,Mass Market Paperback,1975.0,189.0,English,497.0,,,,0,0.0,1
Velvet Goldmine,Todd Haynes,Top Shelf Productions,Drama,4.28,75.0,9.0,,,,,1.0,,,,0,0.0,1
Faktotum,Charles Bukowski,,Fiction,3.93,69469.0,2096.0,Paperback,1997.0,210.0,German,112.0,,,,0,0.0,1
The Attack,Yasmina Khadra,Siren Publishing,Fiction,3.82,8985.0,1026.0,Hardcover,2006.0,257.0,English,82.0,,,,4,0.0,1
Sweeney Todd: Il diabolico barbiere di Fleet Street,Anonymous,Penguin Books Ltd,Horror,3.71,3629.0,351.0,Paperback,2008.0,330.0,Italian,77.0,,,,0,0.0,1
The Grace Allen Series Set Books 1 & 2,Alisha Basso,Applause Books,,4.56,9.0,2.0,Kindle Edition,,413.0,English,,,642524.0,,0,0.0,1
За двома зайцями (п'єса),Михайло Старицький,Black Dog & Leventhal Publishers,European Literature > Ukrainian Literature,4.21,70.0,5.0,,,75.0,Ukrainian,,,,,0,0.0,1
Cloudy with a Chance of Meatballs Junior Novelization,Stacia Deutsch,Avon Books,Childrens,3.9,82.0,15.0,Paperback,2009.0,112.0,English,2.0,,,,0,0.0,1
Raspberry Danish Murder,Joanne Fluke,,Mystery,3.62,7317.0,1010.0,Kindle Edition,2018.0,385.0,,9.0,,45347.0,,0,1.0,1
The Legend of Sleepy Hollow and Other Stories,Washington Irving,dtv,Classics,3.94,52770.0,790.0,Paperback,2012.0,407.0,English,194.0,,,,0,0.0,1
Electra,Sophocles,Nan A. Talese,Plays,3.77,11695.0,299.0,Paperback,2004.0,128.0,English,230.0,,,1000,0,1.0,1
Dead Solid Perfect,Dan Jenkins,Newton Compton,Sports > Sports,3.98,811.0,43.0,Kindle Edition,,256.0,English,8.0,,,,0,0.0,1
Liquid Sky,Anne Carlisle,,,3.72,47.0,7.0,Paperback,1987.0,186.0,English,,,,,0,0.0,1
Cotton Comes to Harlem,Chester Himes,,Mystery,3.83,1815.0,177.0,Paperback,1988.0,160.0,English,28.0,,347559.0,,0,0.0,1
Walt Disney's Mickey and the Beanstalk,Dina Anastasio,Simon Spotlight,Childrens,4.35,1874.0,20.0,Hardcover,1988.0,23.0,English,1.0,,,,0,0.0,1
A History of Violence,John Wagner,Kensington,Sequential Art > Comics,3.49,2492.0,275.0,Paperback,2004.0,286.0,English,17.0,,,,0,0.0,1
Tribulation Force,Tim LaHaye,HarperCollins,Fiction,3.95,39674.0,1058.0,Paperback,1997.0,450.0,English,51.0,,,,0,0.0,1
This Curse,Alisha Basso,Nick Hern Books,Fantasy > Paranormal,4.12,291.0,20.0,Kindle Edition,2013.0,195.0,English,1.0,,112055.0,,0,0.0,1
Женитьба,Nikolai Gogol,,Cultural > Russia,3.85,788.0,40.0,Audio,,50.0,Russian,36.0,,,,0,0.0,1
Going All In,Stephanie C. Lyons-Keeley,Doubleday Dolphin,,4.04,45.0,31.0,Kindle Edition,2017.0,359.0,English,2.0,,132575.0,,0,0.0,1
Woodstock: Three Days that Rocked the World,Mike Evans,Vintage Crime/Black Lizard,Music,4.26,171.0,22.0,Paperback,2010.0,288.0,English,3.0,,,,0,0.0,1
Romeo and Juliet and West Side Story,William Shakespeare,"Western Publishing Company, Inc",Classics,4.16,2099.0,54.0,Paperback,1965.0,256.0,English,9.0,12,88420.0,NP,0,0.0,1
Patriot Games,Tom Clancy,Vertigo,Fiction,4.14,200162.0,1561.0,Mass Market Paperback,1992.0,503.0,English,105.0,,,,0,0.0,1
Point of Impact,Stephen Hunter,Tyndale House Publishers,Thriller,4.28,15777.0,765.0,Kindle Edition,,592.0,English,36.0,,,,1,0.0,1
The Girl,Catherine Cookson,Alisha Basso,Historical > Historical Fiction,4.04,1333.0,56.0,Paperback,1978.0,384.0,English,18.0,,,,0,0.0,1
Mildred Pierce,James M. Cain,,Fiction,3.93,8785.0,1133.0,Paperback,1989.0,238.0,English,67.0,,,,0,0.0,1
The Great Train Robbery,Michael Crichton,"Melange Books, LLC",Fiction,3.87,27843.0,1563.0,Mass Market Paperback,1979.0,300.0,English,93.0,,,,1,0.0,1
Io e te,Niccolò Ammaniti,Sterling,Fiction,3.55,9465.0,698.0,Paperback,2010.0,116.0,Italian,3.0,,,,0,0.0,1
Spud,John van de Ruit,Laurel Leaf,Young Adult,4.07,6242.0,574.0,Hardcover,2007.0,331.0,English,23.0,,,,0,0.0,1
Season of the Witch,Addison Moore,Berkley,Fantasy > Paranormal,4.28,131.0,19.0,Kindle Edition,,210.0,English,4.0,,,,0,0.0,1
Hotel for Dogs,Lois Duncan,,Animals,3.79,1141.0,148.0,Paperback,2008.0,192.0,English,22.0,,,,0,0.0,1
Bartosz Beda: Hear my voice,Bartosz Beda,Corgi,,4.5,2.0,0.0,Paperback,2017.0,132.0,,,,,,0,0.0,1
Adam at Six A.M.,stephen karpf,Vintage,,3.5,2.0,0.0,Mass Market Paperback,1970.0,154.0,English,,14 - 17,27.0,870,0,0.0,1
Breakfast of Champions,Kurt Vonnegut Jr.,Bantam,Fiction,4.07,239122.0,7767.0,Paperback,1999.0,303.0,English,155.0,,19878.0,930,0,0.0,1
Clear and Present Danger,Tom Clancy,Einaudi,Fiction,4.12,135604.0,881.0,Mass Market Paperback,1994.0,688.0,English,111.0,,,,0,0.0,1
Breakfast on Pluto,Patrick McCabe,Razorbill,Fiction,3.5,2099.0,149.0,Paperback,1999.0,224.0,English,21.0,,586230.0,,1,1.0,1
O Prisioneiro da Árvore,Marion Zimmer Bradley,,Fantasy,4.15,4477.0,137.0,Paperback,2001.0,344.0,Portuguese,31.0,,,,0,0.0,1
Lemonade Mouth,Mark Peter Hughes,Scholastic Paperbacks,Young Adult,3.86,2245.0,307.0,Hardcover,2007.0,352.0,English,11.0,,,,1,0.0,1
The Glass Key,Dashiell Hammett,Bartosz Beda,Mystery,3.94,11498.0,625.0,Mass Market Paperback,1972.0,204.0,English,320.0,,,,0,0.0,1
The Sword in the Stone (Little Golden Book),Carl Memling,Bantam Books,Childrens,4.06,181.0,6.0,Hardcover,1973.0,24.0,English,1.0,14 - 18,22155.0,,0,1.0,1
Yentl the Yeshiva Boy,Isaac Bashevis Singer,Dell Publishing,Literature > Jewish,4.0,457.0,33.0,Hardcover,1983.0,58.0,English,6.0,,,,0,0.0,1
Un anno sull'altipiano,Emilio Lussu,Berkley Books,History,4.12,1819.0,121.0,Paperback,2005.0,215.0,Italian,31.0,,,,0,0.0,1
Never Underestimate Your Dumbness,Jim Benton,Harper Perennial,Childrens,4.13,4377.0,143.0,Paperback,2008.0,150.0,English,15.0,9 - 12,212511.0,990,0,1.0,1
Wolverine: Origin,Paul Jenkins,Difel,Sequential Art > Graphic Novels,3.96,15052.0,458.0,Hardcover,2006.0,200.0,English,45.0,,,,0,0.0,1
Fire in an Amber Sky,Addison Moore,Delacorte Books for Young Readers,Romance,4.2,305.0,34.0,Paperback,2015.0,306.0,English,7.0,,,,0,0.0,1
Manon Lescaut,Antoine François Prévost d'Exiles,Vintage Books,Classics,3.51,10209.0,514.0,Paperback,2004.0,256.0,French,178.0,18,,,0,1.0,1
Richard III,William Shakespeare,Golden Books,Classics,3.91,48525.0,1928.0,Paperback,2001.0,414.0,,1330.0,,,,0,0.0,1
You Can Never Go Wrong By Being Kind: 101 Inspirational Stories of Kindness & Generosity,Zeal Okogeri,Farrar Straus Giroux,,4.33,3.0,2.0,Paperback,2017.0,482.0,,5.0,,,,0,0.0,1
Death Of A Salesman By Arthur Miller,Peter Spalding,Einaudi,Plays,3.63,593.0,21.0,Paperback,1987.0,,,,,,,0,0.0,1
Carol,Claire Morgan,Scholastic Inc,Fiction,3.99,52614.0,4600.0,Paperback,2015.0,304.0,English,172.0,,,,0,1.0,1
Who Censored Roger Rabbit?,Gary K. Wolf,Marvel,Mystery,3.72,2656.0,340.0,Mass Market Paperback,1982.0,218.0,English,11.0,,,,0,0.0,1
Pooh Winnie the Pooh and the Honey Tree (A Little Golden Book),Mary Packard,CreateSpace,Childrens,4.35,5637.0,20.0,Hardcover,1998.0,23.0,English,4.0,,,,0,0.0,1
Lord Jim,Joseph Conrad,KAPO,Classics,3.62,28589.0,1423.0,Paperback,2003.0,382.0,Italian,2787.0,,,,0,0.0,1
The Problem with Here Is That It's Where I'm From,Jim Benton,"Oxford University Press, USA",Childrens,4.14,4319.0,130.0,Paperback,2007.0,128.0,English,16.0,9 - 12,260578.0,990,0,1.0,1
L'homme qui haïssait les femmes,Élise Fontenaille,Createspace Independent Publishing Platform,,3.59,27.0,2.0,Mass Market Paperback,2013.0,144.0,French,3.0,,,,0,0.0,1
MirrorMask,Neil Gaiman,Palgrave Macmillan,Fantasy,3.87,7501.0,452.0,Hardcover,2005.0,80.0,English,10.0,,,,0,0.0,1
The Devil's Arithmetic,Jane Yolen,W. W. Norton Company,Historical > Historical Fiction,4.01,57325.0,2471.0,Paperback,2004.0,170.0,English,37.0,10 - 14,28674.0,730,5,0.0,1
Touch of the Irish: Touch of the Irish Collection,Savannah Morgan,Ballantine Books,,5.0,6.0,5.0,Kindle Edition,2015.0,352.0,English,,,,,0,0.0,1
Царівна,Olha Kobylianska,Golden Books,European Literature > Ukrainian Literature,4.41,142.0,15.0,Hardcover,2012.0,309.0,Ukrainian,6.0,,,,0,0.0,1
What Ever Happened to Baby Jane?,Henry Farrell,Mondadori,Horror,3.95,3927.0,345.0,Paperback,1993.0,245.0,English,28.0,,,,0,0.0,1
The Odd Flower,Elaine Rand,Scholastic Paperbacks,,4.5,2.0,0.0,Paperback,,,English,,,,,0,0.0,1
Star Wars: The Prequel Trilogy,Terry Brooks,Livre de Poche,Media Tie In > Star Wars,4.15,1409.0,49.0,Paperback,2007.0,993.0,English,8.0,,48223.0,,0,1.0,1
Max Havelaar,Multatuli,HarperCollins Publishers,Classics,3.53,7538.0,510.0,Paperback,1985.0,288.0,Dutch,83.0,,,,0,0.0,1
The Ice Harvest,Scott Phillips,Puffin Books,Fiction,3.58,1186.0,159.0,Kindle Edition,2005.0,240.0,English,28.0,,,,5,0.0,1
